narration_id,video_id,noun,noun_class,all_nouns,all_noun_classes
P03_117_54,P03_117,plate,2,['plate'],[2]
P03_117_55,P03_117,grater:cheese,96,['grater:cheese'],[96]
P03_117_56,P03_117,plate,2,['plate'],[2]
P03_117_57,P03_117,grater:cheese,96,['grater:cheese'],[96]
P03_117_58,P03_117,sponge,9,['sponge'],[9]
P03_117_59,P03_117,sponge,9,['sponge'],[9]
P03_117_6,P03_117,side,42,['side'],[42]
P03_117_60,P03_117,grater:cheese,96,['grater:cheese'],[96]
P03_117_61,P03_117,grater:cheese,96,"['grater:cheese', 'rack:drying']","[96, 110]"
P03_117_62,P03_117,plate,2,['plate'],[2]
P03_117_63,P03_117,sponge,9,['sponge'],[9]
P03_117_64,P03_117,saucepan,5,['saucepan'],[5]
P03_117_65,P03_117,plate,2,"['plate', 'rack:drying']","[2, 110]"
P03_117_66,P03_117,saucepan,5,['saucepan'],[5]
P03_117_67,P03_117,saucepan,5,['saucepan'],[5]
P03_117_68,P03_117,sponge,9,['sponge'],[9]
P03_117_69,P03_117,sponge,9,['sponge'],[9]
P03_117_7,P03_117,water,27,['water'],[27]
P03_117_70,P03_117,saucepan,5,['saucepan'],[5]
P03_117_71,P03_117,sponge,9,['sponge'],[9]
P03_117_72,P03_117,sponge,9,['sponge'],[9]
P03_117_73,P03_117,saucepan,5,['saucepan'],[5]
P03_117_74,P03_117,sponge,9,['sponge'],[9]
P03_117_75,P03_117,sponge,9,['sponge'],[9]
P03_117_76,P03_117,sponge,9,['sponge'],[9]
P03_117_77,P03_117,saucepan,5,['saucepan'],[5]
P03_117_78,P03_117,tupperware,23,['tupperware'],[23]
P03_117_79,P03_117,saucepan,5,"['saucepan', 'rack:drying']","[5, 110]"
P03_117_8,P03_117,tap,0,['tap'],[0]
P03_117_80,P03_117,tupperware,23,['tupperware'],[23]
P03_117_81,P03_117,plate,2,['plate'],[2]
P03_117_82,P03_117,plate,2,['plate'],[2]
P03_117_83,P03_117,sponge,9,['sponge'],[9]
P03_117_84,P03_117,sponge,9,['sponge'],[9]
P03_117_85,P03_117,plate,2,['plate'],[2]
P03_117_86,P03_117,tupperware,23,['tupperware'],[23]
P03_117_87,P03_117,tupperware,23,['tupperware'],[23]
P03_117_88,P03_117,tupperware,23,['tupperware'],[23]
P03_117_89,P03_117,saucepan,5,['saucepan'],[5]
P03_117_9,P03_117,tap,0,['tap'],[0]
P03_117_90,P03_117,plate,2,"['plate', 'rack:drying']","[2, 110]"
P03_117_91,P03_117,tupperware,23,['tupperware'],[23]
P03_117_92,P03_117,tupperware,23,['tupperware'],[23]
P03_117_93,P03_117,lid:tupperware,6,['lid:tupperware'],[6]
P03_117_94,P03_117,tupperware,23,['tupperware'],[23]
P03_117_95,P03_117,sponge,9,['sponge'],[9]
P03_117_96,P03_117,tupperware,23,"['tupperware', 'rack:drying']","[23, 110]"
P03_117_97,P03_117,lid:saucepan,6,['lid:saucepan'],[6]
P03_117_98,P03_117,lid:saucepan,6,['lid:saucepan'],[6]
P03_117_99,P03_117,sponge,9,['sponge'],[9]
P03_118_0,P03_118,lid,6,"['lid', 'tupperware']","[6, 23]"
P03_118_1,P03_118,tupperware,23,['tupperware'],[23]
P03_118_10,P03_118,crumb,54,['crumb'],[54]
P03_118_11,P03_118,plate,2,['plate'],[2]
P03_118_12,P03_118,cupboard,3,['cupboard'],[3]
P03_118_13,P03_118,bag:crisp,19,['bag:crisp'],[19]
P03_118_14,P03_118,crisp,229,"['crisp', 'tupperware']","[229, 23]"
P03_118_15,P03_118,lid,6,"['lid', 'tupperware']","[6, 23]"
P03_118_16,P03_118,lid:tupperware,6,['lid:tupperware'],[6]
P03_118_17,P03_118,tupperware,23,['tupperware'],[23]
P03_118_18,P03_118,box:breadstick,23,"['box:breadstick', 'cupboard']","[23, 3]"
P03_118_19,P03_118,box:breadstick,23,['box:breadstick'],[23]
P03_118_2,P03_118,lid,6,['lid'],[6]
P03_118_20,P03_118,box:breadstick,23,['box:breadstick'],[23]
P03_118_21,P03_118,breadstick,226,"['breadstick', 'box']","[226, 23]"
P03_118_22,P03_118,breadstick,226,['breadstick'],[226]
P03_118_23,P03_118,cardboard,26,"['cardboard', 'side']","[26, 42]"
P03_118_24,P03_118,box:breadstick,23,['box:breadstick'],[23]
P03_118_25,P03_118,box:breadstick,23,['box:breadstick'],[23]
P03_118_26,P03_118,rubbish,54,"['rubbish', 'bin']","[54, 36]"
P03_118_27,P03_118,bag:breadstick,19,['bag:breadstick'],[19]
P03_118_28,P03_118,bag:breadstick,19,['bag:breadstick'],[19]
P03_118_29,P03_118,breadstick,226,"['breadstick', 'bag']","[226, 19]"
P03_118_3,P03_118,tupperware,23,['tupperware'],[23]
P03_118_30,P03_118,breadstick,226,"['breadstick', 'plate']","[226, 2]"
P03_118_31,P03_118,breadstick,226,"['breadstick', 'bag']","[226, 19]"
P03_118_32,P03_118,breadstick,226,"['breadstick', 'plate']","[226, 2]"
P03_118_33,P03_118,bag,19,['bag'],[19]
P03_118_34,P03_118,plate,2,['plate'],[2]
P03_118_35,P03_118,bag,19,['bag'],[19]
P03_118_36,P03_118,stick:bread,226,"['stick:bread', 'plate']","[226, 2]"
P03_118_37,P03_118,breadstick,226,['breadstick'],[226]
P03_118_38,P03_118,box:breadstick,23,['box:breadstick'],[23]
P03_118_39,P03_118,box:breadstick,23,['box:breadstick'],[23]
P03_118_4,P03_118,bin,36,['bin'],[36]
P03_118_40,P03_118,box:breadstick,23,"['box:breadstick', 'cupboard']","[23, 3]"
P03_118_41,P03_118,bag:breadstick,19,['bag:breadstick'],[19]
P03_118_42,P03_118,breadstick,226,"['breadstick', 'bag']","[226, 19]"
P03_118_43,P03_118,bag,19,['bag'],[19]
P03_118_44,P03_118,breadstick,226,['breadstick'],[226]
P03_118_45,P03_118,breadstick,226,['breadstick'],[226]
P03_118_46,P03_118,crisp,229,['crisp'],[229]
P03_118_47,P03_118,breadstick,226,"['breadstick', 'tupperware']","[226, 23]"
P03_118_48,P03_118,stick:bread,226,['stick:bread'],[226]
P03_118_49,P03_118,stick:bread,226,"['stick:bread', 'tupperware']","[226, 23]"
P03_118_5,P03_118,crumb,54,"['crumb', 'bin']","[54, 36]"
P03_118_50,P03_118,stick:bread,226,['stick:bread'],[226]
P03_118_51,P03_118,stick:bread,226,"['stick:bread', 'tupperware']","[226, 23]"
P03_118_52,P03_118,crisp,229,"['crisp', 'cupboard']","[229, 3]"
P03_118_53,P03_118,cupboard,3,['cupboard'],[3]
P03_118_54,P03_118,stick:bread,226,"['stick:bread', 'floor']","[226, 159]"
P03_118_55,P03_118,stick:bread,226,"['stick:bread', 'bin']","[226, 36]"
P03_118_56,P03_118,lid:tupperware,6,['lid:tupperware'],[6]
P03_118_57,P03_118,tupperware,23,['tupperware'],[23]
P03_118_58,P03_118,bag,19,['bag'],[19]
P03_118_59,P03_118,bag,19,"['bag', 'bin']","[19, 36]"
P03_118_6,P03_118,sandwich,164,['sandwich'],[164]
P03_118_60,P03_118,tupperware,23,['tupperware'],[23]
P03_118_61,P03_118,tupperware,23,['tupperware'],[23]
P03_118_62,P03_118,tupperware,23,['tupperware'],[23]
P03_118_63,P03_118,knife,4,"['knife', 'plate']","[4, 2]"
P03_118_64,P03_118,knife,4,"['knife', 'plate', 'side']","[4, 2, 42]"
P03_118_65,P03_118,tupperware,23,['tupperware'],[23]
P03_118_7,P03_118,knife,4,['knife'],[4]
P03_118_8,P03_118,knife,4,['knife'],[4]
P03_118_9,P03_118,sandwich,164,['sandwich'],[164]
P03_119_0,P03_119,tap,0,['tap'],[0]
P03_119_1,P03_119,flow:tap,0,['flow:tap'],[0]
P03_119_10,P03_119,tray,35,"['tray', 'cupboard']","[35, 3]"
P03_119_100,P03_119,tongs,142,['tongs'],[142]
P03_119_101,P03_119,tongs,142,['tongs'],[142]
P03_119_102,P03_119,tongs,142,"['tongs', 'rack:drying']","[142, 110]"
P03_119_103,P03_119,knife:bread,4,['knife:bread'],[4]
P03_119_104,P03_119,knife:bread,4,['knife:bread'],[4]
P03_119_105,P03_119,knife:bread,4,"['knife:bread', 'rack:drying']","[4, 110]"
P03_119_106,P03_119,scissors,79,['scissors'],[79]
P03_119_107,P03_119,scissors,79,['scissors'],[79]
P03_119_108,P03_119,scissors,79,"['scissors', 'rack']","[79, 110]"
P03_119_109,P03_119,knife:chef,4,['knife:chef'],[4]
P03_119_11,P03_119,cupboard,3,['cupboard'],[3]
P03_119_110,P03_119,knife:chef,4,['knife:chef'],[4]
P03_119_111,P03_119,knife:chef,4,"['knife:chef', 'rack:drying']","[4, 110]"
P03_119_112,P03_119,spatula,20,['spatula'],[20]
P03_119_113,P03_119,spatula,20,['spatula'],[20]
P03_119_114,P03_119,spatula,20,"['spatula', 'rack:drying']","[20, 110]"
P03_119_115,P03_119,lid:tupperware,6,['lid:tupperware'],[6]
P03_119_116,P03_119,lid:tupperware,6,['lid:tupperware'],[6]
P03_119_117,P03_119,sponge,9,['sponge'],[9]
P03_119_118,P03_119,lid:tupperware,6,"['lid:tupperware', 'rack:drying']","[6, 110]"
P03_119_119,P03_119,lid:tupperware,6,['lid:tupperware'],[6]
P03_119_12,P03_119,tray,35,"['tray', 'counter']","[35, 42]"
P03_119_120,P03_119,tupperware,23,['tupperware'],[23]
P03_119_121,P03_119,tupperware,23,['tupperware'],[23]
P03_119_122,P03_119,tupperware,23,"['tupperware', 'rack:drying']","[23, 110]"
P03_119_123,P03_119,board:cutting,18,['board:cutting'],[18]
P03_119_124,P03_119,board:cutting,18,['board:cutting'],[18]
P03_119_125,P03_119,sponge,9,['sponge'],[9]
P03_119_126,P03_119,sponge,9,['sponge'],[9]
P03_119_127,P03_119,towel:tea,52,"['towel:tea', 'rack']","[52, 110]"
P03_119_128,P03_119,board:cutting,18,['board:cutting'],[18]
P03_119_129,P03_119,board:cutting,18,"['board:cutting', 'counter']","[18, 42]"
P03_119_13,P03_119,clip:top:jar,40,['clip:top:jar'],[40]
P03_119_130,P03_119,towel:tea,52,"['towel:tea', 'rack']","[52, 110]"
P03_119_131,P03_119,jar:clip:top,40,['jar:clip:top'],[40]
P03_119_132,P03_119,jar:clip:top,40,['jar:clip:top'],[40]
P03_119_133,P03_119,sponge,9,['sponge'],[9]
P03_119_134,P03_119,jar:clip:top,40,['jar:clip:top'],[40]
P03_119_135,P03_119,sponge,9,['sponge'],[9]
P03_119_136,P03_119,sponge,9,['sponge'],[9]
P03_119_137,P03_119,sponge,9,['sponge'],[9]
P03_119_138,P03_119,jar:clip:top,40,['jar:clip:top'],[40]
P03_119_139,P03_119,tap,0,['tap'],[0]
P03_119_14,P03_119,jar:clip:top,40,['jar:clip:top'],[40]
P03_119_140,P03_119,tap,0,['tap'],[0]
P03_119_141,P03_119,jar:clip:top,40,['jar:clip:top'],[40]
P03_119_142,P03_119,clip:top:jar,40,"['clip:top:jar', 'tray:baking']","[40, 35]"
P03_119_143,P03_119,jar:clip:top,40,['jar:clip:top'],[40]
P03_119_144,P03_119,jar:clip:top,40,['jar:clip:top'],[40]
P03_119_145,P03_119,sponge,9,['sponge'],[9]
P03_119_146,P03_119,jar:clip:top,40,['jar:clip:top'],[40]
P03_119_147,P03_119,clip:top:jar,40,"['clip:top:jar', 'tap']","[40, 0]"
P03_119_148,P03_119,seal,6,"['seal', 'clip:top:jar']","[6, 40]"
P03_119_149,P03_119,seal:clip:top:jar,6,['seal:clip:top:jar'],[6]
P03_119_15,P03_119,clip:top:jar,40,"['clip:top:jar', 'counter']","[40, 42]"
P03_119_150,P03_119,seal:clip:top:jar,6,['seal:clip:top:jar'],[6]
P03_119_151,P03_119,seal:clip:top:jar,6,"['seal:clip:top:jar', 'counter']","[6, 42]"
P03_119_152,P03_119,jar:clip:top,40,['jar:clip:top'],[40]
P03_119_153,P03_119,jar:clip:top,40,"['jar:clip:top', 'tray:baking']","[40, 35]"
P03_119_154,P03_119,jar:clip:top,40,['jar:clip:top'],[40]
P03_119_155,P03_119,jar:clip:top,40,['jar:clip:top'],[40]
P03_119_156,P03_119,sponge,9,['sponge'],[9]
P03_119_157,P03_119,jar:clip:top,40,['jar:clip:top'],[40]
P03_119_158,P03_119,jar:clip:top,40,['jar:clip:top'],[40]
P03_119_159,P03_119,seal:clip:top:jar,6,['seal:clip:top:jar'],[6]
P03_119_16,P03_119,water,27,['water'],[27]
P03_119_160,P03_119,tap,0,['tap'],[0]
P03_119_161,P03_119,clip:top:jar,40,['clip:top:jar'],[40]
P03_119_162,P03_119,jar:clip:top,40,"['jar:clip:top', 'tray:baking']","[40, 35]"
P03_119_163,P03_119,seal:clip:top:jar,6,"['seal:clip:top:jar', 'counter']","[6, 42]"
P03_119_164,P03_119,jar:clip:top,40,['jar:clip:top'],[40]
P03_119_165,P03_119,seal:clip:top:jar,6,['seal:clip:top:jar'],[6]
P03_119_166,P03_119,jar:clip:top,40,['jar:clip:top'],[40]
P03_119_167,P03_119,seal:clip:top:jar,6,"['seal:clip:top:jar', 'counter']","[6, 42]"
P03_119_168,P03_119,clip,129,['clip'],[129]
P03_119_169,P03_119,clip,129,['clip'],[129]
P03_119_17,P03_119,tap,0,['tap'],[0]
P03_119_170,P03_119,tap,0,['tap'],[0]
P03_119_171,P03_119,clip,129,['clip'],[129]
P03_119_172,P03_119,tap,0,['tap'],[0]
P03_119_173,P03_119,clip,129,['clip'],[129]
P03_119_174,P03_119,tray:baking,35,['tray:baking'],[35]
P03_119_175,P03_119,oven,46,['oven'],[46]
P03_119_176,P03_119,tray:baking,35,"['tray:baking', 'oven']","[35, 46]"
P03_119_177,P03_119,oven,46,['oven'],[46]
P03_119_178,P03_119,sponge,9,['sponge'],[9]
P03_119_179,P03_119,sponge,9,['sponge'],[9]
P03_119_18,P03_119,water,27,['water'],[27]
P03_119_180,P03_119,knife,4,['knife'],[4]
P03_119_181,P03_119,knife,4,['knife'],[4]
P03_119_182,P03_119,knife,4,"['knife', 'rack:drying']","[4, 110]"
P03_119_183,P03_119,fork,14,['fork'],[14]
P03_119_184,P03_119,fork,14,['fork'],[14]
P03_119_185,P03_119,fork,14,"['fork', 'rack:drying']","[14, 110]"
P03_119_186,P03_119,fork,14,['fork'],[14]
P03_119_187,P03_119,fork,14,['fork'],[14]
P03_119_188,P03_119,fork,14,"['fork', 'rack:drying']","[14, 110]"
P03_119_189,P03_119,knife,4,['knife'],[4]
P03_119_19,P03_119,hand,11,['hand'],[11]
P03_119_190,P03_119,knife,4,['knife'],[4]
P03_119_191,P03_119,knife,4,"['knife', 'rack:drying']","[4, 110]"
P03_119_192,P03_119,knife,4,['knife'],[4]
P03_119_193,P03_119,knife,4,['knife'],[4]
P03_119_194,P03_119,knife,4,"['knife', 'rack:drying']","[4, 110]"
P03_119_195,P03_119,knife,4,['knife'],[4]
P03_119_196,P03_119,knife,4,['knife'],[4]
P03_119_197,P03_119,knife,4,"['knife', 'rack:drying']","[4, 110]"
P03_119_198,P03_119,bowl:washing:up,7,['bowl:washing:up'],[7]
P03_119_199,P03_119,bowl:washing:up,7,['bowl:washing:up'],[7]
P03_119_2,P03_119,liquid:washing:up,22,['liquid:washing:up'],[22]
P03_119_20,P03_119,tap,0,['tap'],[0]
P03_119_200,P03_119,fork,14,['fork'],[14]
P03_119_201,P03_119,fork,14,['fork'],[14]
P03_119_202,P03_119,fork,14,"['fork', 'rack']","[14, 110]"
P03_119_203,P03_119,bowl:washing:up,7,['bowl:washing:up'],[7]
P03_119_204,P03_119,sink,63,['sink'],[63]
P03_119_205,P03_119,bowl:washing:up,7,['bowl:washing:up'],[7]
P03_119_206,P03_119,sponge,9,['sponge'],[9]
P03_119_207,P03_119,bowl:washing:up,7,"['bowl:washing:up', 'sink']","[7, 63]"
P03_119_208,P03_119,counter,42,['counter'],[42]
P03_119_209,P03_119,sponge,9,['sponge'],[9]
P03_119_21,P03_119,cutlery,58,['cutlery'],[58]
P03_119_210,P03_119,hand,11,['hand'],[11]
P03_119_22,P03_119,fork,14,['fork'],[14]
P03_119_23,P03_119,cutlery,58,"['cutlery', 'bowl:washing:up']","[58, 7]"
P03_119_24,P03_119,fork,14,"['fork', 'bowl:washing:up']","[14, 7]"
P03_119_25,P03_119,sleeve,73,['sleeve'],[73]
P03_119_26,P03_119,tongs,142,"['tongs', 'scissors']","[142, 79]"
P03_119_27,P03_119,knife,4,['knife'],[4]
P03_119_28,P03_119,tongs,142,"['tongs', 'scissors']","[142, 79]"
P03_119_29,P03_119,knife,4,['knife'],[4]
P03_119_3,P03_119,liquid:washing:up,22,"['liquid:washing:up', 'bowl:washing:up']","[22, 7]"
P03_119_30,P03_119,glass,10,['glass'],[10]
P03_119_31,P03_119,glass,10,['glass'],[10]
P03_119_32,P03_119,tap,0,['tap'],[0]
P03_119_33,P03_119,tap,0,['tap'],[0]
P03_119_34,P03_119,sponge,9,['sponge'],[9]
P03_119_35,P03_119,glass,10,['glass'],[10]
P03_119_36,P03_119,glass,10,['glass'],[10]
P03_119_37,P03_119,sponge,9,['sponge'],[9]
P03_119_38,P03_119,sponge,9,['sponge'],[9]
P03_119_39,P03_119,sponge,9,['sponge'],[9]
P03_119_4,P03_119,shelf,247,['shelf'],[247]
P03_119_40,P03_119,glass,10,['glass'],[10]
P03_119_41,P03_119,sponge,9,"['sponge', 'bin']","[9, 36]"
P03_119_42,P03_119,drawer,8,['drawer'],[8]
P03_119_43,P03_119,sponge,9,"['sponge', 'drawer']","[9, 8]"
P03_119_44,P03_119,sponge,9,['sponge'],[9]
P03_119_45,P03_119,sponge,9,"['sponge', 'drawer']","[9, 8]"
P03_119_46,P03_119,drawer,8,['drawer'],[8]
P03_119_47,P03_119,sponge,9,['sponge'],[9]
P03_119_48,P03_119,glass,10,['glass'],[10]
P03_119_49,P03_119,glass,10,['glass'],[10]
P03_119_5,P03_119,liquid:washing:up,22,['liquid:washing:up'],[22]
P03_119_50,P03_119,rack,110,['rack'],[110]
P03_119_51,P03_119,glass,10,"['glass', 'rack']","[10, 110]"
P03_119_52,P03_119,sponge,9,['sponge'],[9]
P03_119_53,P03_119,plate,2,['plate'],[2]
P03_119_54,P03_119,plate,2,['plate'],[2]
P03_119_55,P03_119,plate,2,"['plate', 'rack']","[2, 110]"
P03_119_56,P03_119,plate,2,['plate'],[2]
P03_119_57,P03_119,plate,2,['plate'],[2]
P03_119_58,P03_119,plate,2,"['plate', 'rack']","[2, 110]"
P03_119_59,P03_119,plate,2,['plate'],[2]
P03_119_6,P03_119,oven,46,['oven'],[46]
P03_119_60,P03_119,plate,2,['plate'],[2]
P03_119_61,P03_119,plate,2,"['plate', 'rack']","[2, 110]"
P03_119_62,P03_119,plate,2,['plate'],[2]
P03_119_63,P03_119,plate,2,['plate'],[2]
P03_119_64,P03_119,plate,2,"['plate', 'rack']","[2, 110]"
P03_119_65,P03_119,plate,2,['plate'],[2]
P03_119_66,P03_119,content:plate,2,"['content:plate', 'bin']","[2, 36]"
P03_119_67,P03_119,plate,2,['plate'],[2]
P03_119_68,P03_119,tap,0,['tap'],[0]
P03_119_69,P03_119,tap,0,['tap'],[0]
P03_119_7,P03_119,oven,46,['oven'],[46]
P03_119_70,P03_119,plate,2,['plate'],[2]
P03_119_71,P03_119,plate,2,"['plate', 'rack']","[2, 110]"
P03_119_72,P03_119,plate,2,['plate'],[2]
P03_119_73,P03_119,plate,2,['plate'],[2]
P03_119_74,P03_119,plate,2,"['plate', 'rack']","[2, 110]"
P03_119_75,P03_119,water,27,['water'],[27]
P03_119_76,P03_119,side,42,['side'],[42]
P03_119_77,P03_119,saucepan,5,['saucepan'],[5]
P03_119_78,P03_119,saucepan,5,['saucepan'],[5]
P03_119_79,P03_119,saucepan,5,"['saucepan', 'rack']","[5, 110]"
P03_119_8,P03_119,oven,46,['oven'],[46]
P03_119_80,P03_119,water,27,['water'],[27]
P03_119_81,P03_119,tap,0,['tap'],[0]
P03_119_82,P03_119,lid:saucepan,6,['lid:saucepan'],[6]
P03_119_83,P03_119,lid:saucepan,6,['lid:saucepan'],[6]
P03_119_84,P03_119,lid:saucepan,6,"['lid:saucepan', 'rack']","[6, 110]"
P03_119_85,P03_119,pan:frying,5,['pan:frying'],[5]
P03_119_86,P03_119,pan:frying,5,['pan:frying'],[5]
P03_119_87,P03_119,tap,0,['tap'],[0]
P03_119_88,P03_119,pan:frying,5,['pan:frying'],[5]
P03_119_89,P03_119,sponge,9,['sponge'],[9]
P03_119_9,P03_119,cupboard,3,['cupboard'],[3]
P03_119_90,P03_119,sponge,9,['sponge'],[9]
P03_119_91,P03_119,pan:frying,5,['pan:frying'],[5]
P03_119_92,P03_119,pan:frying,5,"['pan:frying', 'rack:drying']","[5, 110]"
P03_119_93,P03_119,tupperware,23,['tupperware'],[23]
P03_119_94,P03_119,tupperware,23,['tupperware'],[23]
P03_119_95,P03_119,spoon,1,['spoon'],[1]
P03_119_96,P03_119,spoon,1,['spoon'],[1]
P03_119_97,P03_119,sponge,9,['sponge'],[9]
P03_119_98,P03_119,spoon,1,"['spoon', 'rack:drying']","[1, 110]"
P03_119_99,P03_119,tongs,142,['tongs'],[142]
P03_11_0,P03_11,drawer,8,['drawer'],[8]
P03_11_1,P03_11,tongs,142,['tongs'],[142]
P03_11_10,P03_11,butter,78,['butter'],[78]
P03_11_11,P03_11,butter,78,['butter'],[78]
P03_11_12,P03_11,butter:more,78,['butter:more'],[78]
P03_11_13,P03_11,butter,78,['butter'],[78]
P03_11_14,P03_11,knife,4,['knife'],[4]
P03_11_15,P03_11,butter,78,['butter'],[78]
P03_11_16,P03_11,fridge,12,['fridge'],[12]
P03_11_17,P03_11,butter,78,['butter'],[78]
P03_11_18,P03_11,fridge,12,['fridge'],[12]
P03_11_2,P03_11,drawer,8,['drawer'],[8]
P03_11_3,P03_11,pancake,184,['pancake'],[184]
P03_11_4,P03_11,pancake,184,['pancake'],[184]
P03_11_5,P03_11,pancake,184,['pancake'],[184]
P03_11_6,P03_11,pancake,184,['pancake'],[184]
P03_11_7,P03_11,tongs,142,['tongs'],[142]
P03_11_8,P03_11,knife,4,['knife'],[4]
P03_11_9,P03_11,butter,78,['butter'],[78]
P03_120_0,P03_120,book,140,['book'],[140]
P03_120_1,P03_120,book,140,['book'],[140]
P03_120_10,P03_120,bread,33,['bread'],[33]
P03_120_100,P03_120,slice:butter,78,['slice:butter'],[78]
P03_120_101,P03_120,slice:butter,78,"['slice:butter', 'bowl:large']","[78, 7]"
P03_120_102,P03_120,tap,0,['tap'],[0]
P03_120_103,P03_120,hand,11,['hand'],[11]
P03_120_104,P03_120,soap,22,"['soap', 'hand']","[22, 11]"
P03_120_105,P03_120,hand,11,['hand'],[11]
P03_120_106,P03_120,tap,0,['tap'],[0]
P03_120_107,P03_120,hand,11,['hand'],[11]
P03_120_108,P03_120,lemon,105,"['lemon', 'board:cutting']","[105, 18]"
P03_120_109,P03_120,lemon,105,"['lemon', 'board:cutting']","[105, 18]"
P03_120_11,P03_120,blueberry,178,['blueberry'],[178]
P03_120_110,P03_120,lemon,105,"['lemon', 'board:cutting']","[105, 18]"
P03_120_111,P03_120,lemon,105,"['lemon', 'board:cutting']","[105, 18]"
P03_120_112,P03_120,cupboard,3,['cupboard'],[3]
P03_120_113,P03_120,grater,96,['grater'],[96]
P03_120_114,P03_120,cupboard,3,['cupboard'],[3]
P03_120_115,P03_120,grater,96,['grater'],[96]
P03_120_116,P03_120,cupboard,3,['cupboard'],[3]
P03_120_117,P03_120,bowl,7,"['bowl', 'cupboard']","[7, 3]"
P03_120_118,P03_120,cupboard,3,['cupboard'],[3]
P03_120_119,P03_120,book,140,['book'],[140]
P03_120_12,P03_120,blueberry,178,['blueberry'],[178]
P03_120_120,P03_120,bowl,7,['bowl'],[7]
P03_120_121,P03_120,grater,96,['grater'],[96]
P03_120_122,P03_120,lemon,105,['lemon'],[105]
P03_120_123,P03_120,grater,96,"['grater', 'bowl']","[96, 7]"
P03_120_124,P03_120,lemon,105,"['lemon', 'bowl']","[105, 7]"
P03_120_125,P03_120,grater,96,['grater'],[96]
P03_120_126,P03_120,grater,96,"['grater', 'bowl']","[96, 7]"
P03_120_127,P03_120,lemon,105,"['lemon', 'bowl']","[105, 7]"
P03_120_128,P03_120,lemon,105,['lemon'],[105]
P03_120_129,P03_120,lemon,105,['lemon'],[105]
P03_120_13,P03_120,margarine,78,['margarine'],[78]
P03_120_130,P03_120,lemon,105,"['lemon', 'bowl']","[105, 7]"
P03_120_131,P03_120,grater,96,['grater'],[96]
P03_120_132,P03_120,grater,96,['grater'],[96]
P03_120_133,P03_120,grater,96,['grater'],[96]
P03_120_134,P03_120,bowl,7,"['bowl', 'grater']","[7, 96]"
P03_120_135,P03_120,bowl,7,"['bowl', 'grater']","[7, 96]"
P03_120_136,P03_120,lemon,105,['lemon'],[105]
P03_120_137,P03_120,oven,46,['oven'],[46]
P03_120_138,P03_120,oven,46,['oven'],[46]
P03_120_139,P03_120,lemon,105,['lemon'],[105]
P03_120_14,P03_120,butter,78,['butter'],[78]
P03_120_140,P03_120,lemon,105,['lemon'],[105]
P03_120_141,P03_120,lemon,105,['lemon'],[105]
P03_120_142,P03_120,knife:chef,4,['knife:chef'],[4]
P03_120_143,P03_120,towel:tea,52,"['towel:tea', 'rack']","[52, 110]"
P03_120_144,P03_120,knife:chef,4,['knife:chef'],[4]
P03_120_145,P03_120,towel:tea,52,"['towel:tea', 'rack']","[52, 110]"
P03_120_146,P03_120,lemon,105,['lemon'],[105]
P03_120_147,P03_120,lemon,105,['lemon'],[105]
P03_120_148,P03_120,knife:chef,4,['knife:chef'],[4]
P03_120_149,P03_120,half:lemon,105,['half:lemon'],[105]
P03_120_15,P03_120,margarine,78,['margarine'],[78]
P03_120_150,P03_120,half:lemon,105,['half:lemon'],[105]
P03_120_151,P03_120,half:lemon,105,['half:lemon'],[105]
P03_120_152,P03_120,half:lemon,105,['half:lemon'],[105]
P03_120_153,P03_120,half:lemon,105,['half:lemon'],[105]
P03_120_154,P03_120,half:lemon,105,['half:lemon'],[105]
P03_120_155,P03_120,half:lemon,105,['half:lemon'],[105]
P03_120_156,P03_120,half:lemon,105,['half:lemon'],[105]
P03_120_157,P03_120,half:lemon,105,['half:lemon'],[105]
P03_120_158,P03_120,juicer,106,['juicer'],[106]
P03_120_159,P03_120,juicer,106,['juicer'],[106]
P03_120_16,P03_120,fridge,12,['fridge'],[12]
P03_120_160,P03_120,half:lemon,105,['half:lemon'],[105]
P03_120_161,P03_120,juicer,106,['juicer'],[106]
P03_120_162,P03_120,half:lemon,105,['half:lemon'],[105]
P03_120_163,P03_120,half:lemon,105,['half:lemon'],[105]
P03_120_164,P03_120,tap,0,['tap'],[0]
P03_120_165,P03_120,hand,11,['hand'],[11]
P03_120_166,P03_120,soap,22,"['soap', 'hand']","[22, 11]"
P03_120_167,P03_120,hand,11,['hand'],[11]
P03_120_168,P03_120,hand,11,['hand'],[11]
P03_120_169,P03_120,bowl:large,7,['bowl:large'],[7]
P03_120_17,P03_120,tupperware:butter,23,['tupperware:butter'],[23]
P03_120_170,P03_120,hob,24,['hob'],[24]
P03_120_171,P03_120,bowl:large,7,['bowl:large'],[7]
P03_120_172,P03_120,saucepan:large,5,['saucepan:large'],[5]
P03_120_173,P03_120,saucepan:large,5,"['saucepan:large', 'water']","[5, 27]"
P03_120_174,P03_120,tap,0,['tap'],[0]
P03_120_175,P03_120,saucepan:large,5,"['saucepan:large', 'hob']","[5, 24]"
P03_120_176,P03_120,bowl:large,7,['bowl:large'],[7]
P03_120_177,P03_120,bowl:large,7,"['bowl:large', 'saucepan:large']","[7, 5]"
P03_120_178,P03_120,cupboard,3,['cupboard'],[3]
P03_120_179,P03_120,cup:measuring,13,"['cup:measuring', 'cupboard']","[13, 3]"
