narration_id,start_frame,stop_frame,narration,noun,noun_class,all_nouns,all_noun_classes
P02_123_126,20863,21209,stir mixture in pan,mixture,71,pan,5
P02_123_127,21223,21266,pick up pan,pan,5,pan,5
P02_123_128,21271,21327,put down pan,pan,5,pan,5
P02_123_129,21412,21464,open cupboard,cupboard,3,cupboard,3
P02_123_131,22072,22114,close cupboard,cupboard,3,cupboard,3
P02_123_14,1453,1556,check knife,knife,4,knife,4
P02_123_150,25649,25677,open drawer,drawer,8,drawer,8
P02_123_151,25683,25733,pick up knife,knife,4,knife,4
P02_123_152,25738,25765,close drawer,drawer,8,drawer,8
P02_123_153,25882,27691,slide cake off baking paper using knife,cake,175,knife,4
P02_123_154,27972,27995,put down knife,knife,4,knife,4
P02_123_16,1742,1800,check knife,knife,4,knife,4
P02_123_160,28269,28361,hold pan,pan,5,pan,5
P02_123_161,28284,28344,stir mixture in pan,mixture,71,pan,5
P02_123_162,28357,28898,pick up pan,pan,5,pan,5
P02_123_165,28893,29009,stir mixture in pan,mixture,71,pan,5
P02_123_166,29027,29065,pick up knife,knife,4,knife,4
P02_123_168,29586,29642,put down knife,knife,4,knife,4
P02_123_169,29647,30799,pour glaze from pan onto cake using wooden spoon,glaze,47,pan,5
P02_123_171,31288,31341,put wooden spoon on pan,spoon:wooden,1,pan,5
P02_123_172,31417,31598,put pan in sink with wooden spoon,pan,5,pan,5
P02_123_178,32727,32783,open tap,tap,0,tap,0
P02_123_18,1834,1920,put down knife,knife,4,knife,4
P02_123_180,33009,33050,close tap,tap,0,tap,0
P02_123_183,33238,33427,dry hands using towel,hand,11,hand,11
P02_123_191,34676,34732,open cupboard,cupboard,3,cupboard,3
P02_123_192,34714,34817,put trays in cupboard,tray,35,cupboard,3
P02_123_193,34982,35032,close cupboard,cupboard,3,cupboard,3
P02_123_196,35479,35509,pick up plate,plate,2,plate,2
P02_123_197,35579,35659,open cupboard,cupboard,3,cupboard,3
P02_123_198,35648,35775,put plate in cupboard,plate,2,plate,2
P02_123_198,35648,35775,put plate in cupboard,plate,2,cupboard,3
P02_123_201,35994,36043,put mugs in cupboard,mug,13,cupboard,3
P02_123_203,36231,36269,open cupboard,cupboard,3,cupboard,3
P02_123_204,36270,36348,put juicer pieces in cupboard,piece:juicer,106,cupboard,3
P02_123_205,36349,36382,close cupboard,cupboard,3,cupboard,3
P02_123_21,2279,2329,pick up pan and spatula,pan,5,pan,5
P02_123_21,2279,2329,pick up pan and spatula,pan,5,spatula,20
P02_123_211,37356,37398,pick up sponge,sponge,9,sponge,9
P02_123_212,37402,37445,pick up spatula,spatula,20,spatula,20
P02_123_213,37375,37515,sponge spatula,spatula,20,spatula,20
P02_123_214,37505,37558,open tap,tap,0,tap,0
P02_123_215,37539,37568,wash sponge,sponge,9,sponge,9
P02_123_216,37556,37592,close tap,tap,0,tap,0
P02_123_218,37647,37708,pour washing liquid onto sponge,liquid:washing,22,sponge,9
P02_123_22,2365,2419,put pan and spatula in sink,pan,5,pan,5
P02_123_22,2365,2419,put pan and spatula in sink,pan,5,spatula,20
P02_123_220,37778,37941,sponge spatula,spatula,20,spatula,20
P02_123_221,37941,37972,put down sponge,sponge,9,sponge,9
P02_123_222,37977,38038,open tap,tap,0,tap,0
P02_123_223,38011,38222,rinse spatula,spatula,20,spatula,20
P02_123_224,38209,38237,close tap,tap,0,tap,0
P02_123_225,38259,38308,put down spatula,spatula,20,spatula,20
P02_123_226,38314,38386,pick up pan,pan,5,pan,5
P02_123_227,38429,38461,open tap,tap,0,tap,0
P02_123_228,38466,38684,rinse pan,pan,5,pan,5
P02_123_229,38574,38659,soak pan,pan,5,pan,5
P02_123_23,2439,2471,open cupboard,cupboard,3,cupboard,3
P02_123_230,38651,38691,close tap,tap,0,tap,0
P02_123_232,38919,38969,put pan on hob,pan,5,pan,5
P02_123_233,39000,39014,pick up sponge,sponge,9,sponge,9
P02_123_234,39015,39049,pick up fork,fork,14,fork,14
P02_123_235,39055,39185,sponge fork,fork,14,fork,14
P02_123_236,39210,39244,pick up fork,fork,14,fork,14
P02_123_237,39261,39382,sponge fork,fork,14,fork,14
P02_123_24,2475,2547,open cupboard,cupboard,3,cupboard,3
P02_123_240,39740,39767,put down sponge,sponge,9,sponge,9
P02_123_241,39781,39823,open tap,tap,0,tap,0
P02_123_243,39999,40024,close tap,tap,0,tap,0
P02_123_245,40072,40127,open tap,tap,0,tap,0
P02_123_246,40132,40206,rinse forks,fork,14,fork,14
P02_123_247,40207,40247,close tap,tap,0,tap,0
P02_123_248,40246,40314,put down forks,fork,14,fork,14
P02_123_249,40315,40332,pick up plate,plate,2,plate,2
P02_123_25,2575,2696,pick up pan and pot,pan,5,pan,5
P02_123_250,40334,40359,pick up sponge,sponge,9,sponge,9
P02_123_251,40361,40619,sponge plate,plate,2,plate,2
P02_123_252,40611,40666,put down sponge,sponge,9,sponge,9
P02_123_253,40652,40701,open tap,tap,0,tap,0
P02_123_254,40697,40954,rinse plate,plate,2,plate,2
P02_123_255,40963,40999,close tap,tap,0,tap,0
P02_123_256,40992,41077,put plate on dish drainer,plate,2,plate,2
P02_123_257,41075,41132,pick up sponge,sponge,9,sponge,9
P02_123_259,41127,41191,pour washing liquid onto sponge,liquid:washing,22,sponge,9
P02_123_261,41230,41329,pick up plate,plate,2,plate,2
P02_123_262,41317,41680,sponge plate,plate,2,plate,2
P02_123_263,41550,41641,put down sponge,sponge,9,sponge,9
P02_123_264,41643,41712,open tap,tap,0,tap,0
P02_123_265,41712,42045,rinse plate,plate,2,plate,2
P02_123_266,42050,42093,close tap,tap,0,tap,0
P02_123_267,42098,42172,put plate on dishes drainer,plate,2,plate,2
P02_123_268,42175,42233,pick up glass,glass,10,glass,10
P02_123_269,42240,42279,pick up sponge,sponge,9,sponge,9
P02_123_27,2878,2931,put pan on hob,pan,5,pan,5
P02_123_270,42251,42619,sponge glass,glass,10,glass,10
P02_123_271,42624,42650,put down sponge,sponge,9,sponge,9
P02_123_272,42650,42699,open tap,tap,0,tap,0
P02_123_273,42641,42704,turn tap,tap,0,tap,0
P02_123_274,42709,43088,rinse glass,glass,10,glass,10
P02_123_275,43093,43140,close tap,tap,0,tap,0
P02_123_276,43141,43226,put glass in dishes drainer,glass,10,glass,10
P02_123_277,43231,43288,pick up glass,glass,10,glass,10
P02_123_278,43298,43782,sponge glass,glass,10,glass,10
P02_123_279,43789,43844,open tap,tap,0,tap,0
P02_123_28,2933,2990,close cupboard,cupboard,3,cupboard,3
P02_123_280,43849,44085,rinse glass,glass,10,glass,10
P02_123_281,44080,44142,close tap,tap,0,tap,0
P02_123_282,44140,44216,put glass in drainer,glass,10,glass,10
P02_123_285,44494,44544,open tap,tap,0,tap,0
P02_123_287,44728,44774,close tap,tap,0,tap,0
P02_123_29,2972,3022,close cupboard,cupboard,3,cupboard,3
P02_123_290,44895,44921,pick up sponge,sponge,9,sponge,9
P02_123_292,45307,45329,put down sponge,sponge,9,sponge,9
P02_123_293,45333,45382,open tap,tap,0,tap,0
P02_123_295,45766,45815,close tap,tap,0,tap,0
P02_123_297,45883,45989,pick up plate,plate,2,plate,2
P02_123_298,45994,46013,pick up sponge,sponge,9,sponge,9
P02_123_299,46016,46203,sponge plate,plate,2,plate,2
P02_123_30,3186,3244,open fridge,fridge,12,fridge,12
P02_123_300,46208,46244,open tap,tap,0,tap,0
P02_123_301,46273,46499,rinse plate,plate,2,plate,2
P02_123_302,46498,46531,close tap,tap,0,tap,0
P02_123_303,46543,46590,put plate in drainer,plate,2,plate,2
P02_123_304,46595,46670,pick up pan,pan,5,pan,5
P02_123_305,46672,46723,sponge pan,pan,5,pan,5
P02_123_306,46726,46761,open tap,tap,0,tap,0
P02_123_307,46770,46815,rinse pan,pan,5,pan,5
P02_123_308,46816,46848,close tap,tap,0,tap,0
P02_123_309,46835,46891,open tap,tap,0,tap,0
P02_123_31,3235,3339,open drawer,drawer,8,drawer,8
P02_123_310,47080,47106,close tap,tap,0,tap,0
P02_123_311,47111,47299,sponge pan,pan,5,pan,5
P02_123_313,47372,47454,pour washing liquid onto pan,liquid:washing,22,pan,5
P02_123_315,47486,47560,pick up sponge,sponge,9,sponge,9
P02_123_316,47557,48661,scrub pan,pan,5,pan,5
P02_123_317,48497,49214,sponge pan,pan,5,pan,5
P02_123_318,49215,49281,open tap,tap,0,tap,0
P02_123_319,49282,49559,rinse pan,pan,5,pan,5
P02_123_320,49564,49616,close tap,tap,0,tap,0
P02_123_321,49707,49768,open tap,tap,0,tap,0
P02_123_322,49758,49833,rinse pan,pan,5,pan,5
P02_123_323,49806,49841,close tap,tap,0,tap,0
P02_123_324,49830,49916,put pan in drainer,pan,5,pan,5
P02_123_326,51746,51782,pick up bowl,bowl,7,bowl,7
P02_123_327,51775,51823,pick up sponge,sponge,9,sponge,9
P02_123_328,51793,52462,sponge bowl,bowl,7,bowl,7
P02_123_329,52473,52528,open tap,tap,0,tap,0
P02_123_330,52514,52979,rinse bowl,bowl,7,bowl,7
P02_123_331,52989,53033,close tap,tap,0,tap,0
P02_123_332,53058,53162,put bowl in drainer,bowl,7,bowl,7
P02_123_334,53247,53314,pour washing liquid onto sponge,liquid:washing,22,sponge,9
P02_123_336,53372,53401,pick up spoon,spoon,1,spoon,1
P02_123_337,53400,53574,sponge spoon,spoon,1,spoon,1
P02_123_338,53611,53630,open tap,tap,0,tap,0
P02_123_339,53645,53776,rinse spoon,spoon,1,spoon,1
P02_123_340,53775,53807,put down spoon,spoon,1,spoon,1
P02_123_341,53801,53833,close tap,tap,0,tap,0
P02_123_342,53812,53932,pick up plate,plate,2,plate,2
P02_123_343,53920,54141,sponge plate,plate,2,plate,2
P02_123_344,54138,54192,open tap,tap,0,tap,0
P02_123_345,54199,54389,rinse plate,plate,2,plate,2
P02_123_346,54387,54416,close tap,tap,0,tap,0
P02_123_347,54429,54485,put plate in drainer,plate,2,plate,2
P02_123_349,54519,54580,pour washing liquid onto sponge,liquid:washing,22,sponge,9
P02_123_35,3670,3720,close drawer,drawer,8,drawer,8
P02_123_351,54626,54674,squeeze sponge,sponge,9,sponge,9
P02_123_354,54897,54952,open tap,tap,0,tap,0
P02_123_356,55160,55197,close tap,tap,0,tap,0
P02_123_359,55355,55498,open tap,tap,0,tap,0
P02_123_36,3725,3832,close fridge,fridge,12,fridge,12
P02_123_361,55741,55813,close tap,tap,0,tap,0
P02_123_363,55988,56037,open tap,tap,0,tap,0
P02_123_365,56208,56252,close tap,tap,0,tap,0
P02_123_369,56554,56633,open tap,tap,0,tap,0
P02_123_371,56708,56734,close tap,tap,0,tap,0
P02_123_374,56862,56922,open tap,tap,0,tap,0
P02_123_376,56972,57002,close tap,tap,0,tap,0
P02_123_377,57016,57110,open tap,tap,0,tap,0
P02_123_379,57156,57179,close tap,tap,0,tap,0
P02_123_38,4225,4263,pick up knife,knife,4,knife,4
P02_123_380,57184,57226,pick up sponge,sponge,9,sponge,9
P02_123_382,57349,57410,pour washing liquid onto sponge,liquid:washing,22,sponge,9
P02_123_385,58004,58051,open tap,tap,0,tap,0
P02_123_387,58939,58974,close tap,tap,0,tap,0
P02_123_389,59075,59127,pick up sponge,sponge,9,sponge,9
P02_123_392,59342,59398,open tap,tap,0,tap,0
P02_123_394,59611,59727,close tap,tap,0,tap,0
P02_123_398,60100,60156,open tap,tap,0,tap,0
P02_123_400,60229,60285,close tap,tap,0,tap,0
P02_123_404,60973,61024,pick up glass,glass,10,glass,10
P02_123_405,61024,61074,put glass in sink,glass,10,glass,10
P02_123_407,61195,61235,put tea infuser inside glass,infuser:tea,39,glass,10
P02_123_408,61283,61327,pick up tea infuser from glass,infuser:tea,39,glass,10
P02_123_41,4373,4404,put down knife,knife,4,knife,4
P02_123_410,62527,62709,move plate,plate,2,plate,2
P02_123_414,63095,63182,open tap,tap,0,tap,0
P02_123_416,63375,63462,close tap,tap,0,tap,0
P02_123_418,63654,63711,pick up glass,glass,10,glass,10
P02_123_419,63705,63728,pick up sponge,sponge,9,sponge,9
P02_123_420,63719,64088,sponge glass,glass,10,glass,10
P02_123_421,64089,64138,open tap,tap,0,tap,0
P02_123_422,64143,64467,rinse glass,glass,10,glass,10
P02_123_423,64458,64542,close tap,tap,0,tap,0
P02_123_424,64562,64673,put glass in drainer,glass,10,glass,10
P02_123_425,64704,64742,pick up plate,plate,2,plate,2
P02_123_426,64744,64786,put plate in sink,plate,2,plate,2
P02_123_429,64945,64992,open tap,tap,0,tap,0
P02_123_431,65114,65143,close tap,tap,0,tap,0
P02_123_435,65453,65482,pick up knife,knife,4,knife,4
P02_123_436,65485,65513,put knife in sink,knife,4,knife,4
P02_123_44,4610,4709,open cupboard,cupboard,3,cupboard,3
P02_123_440,65645,65679,pick up glass,glass,10,glass,10
P02_123_441,65683,65761,open tap,tap,0,tap,0
P02_123_442,65762,65823,fill glass,glass,10,glass,10
P02_123_443,65772,65819,close tap,tap,0,tap,0
P02_123_444,65817,65881,put glass in sink,glass,10,glass,10
P02_123_445,66034,66102,pick up pan,pan,5,pan,5
P02_123_446,66103,66179,put pan in sink,pan,5,pan,5
P02_123_448,66460,66521,open tap,tap,0,tap,0
P02_123_450,67074,67115,close tap,tap,0,tap,0
P02_123_452,67269,67322,pick up spoon,spoon,1,spoon,1
P02_123_453,67376,67431,pick up glass,glass,10,glass,10
P02_123_454,67444,67501,move glass,glass,10,glass,10
P02_123_460,68097,68174,close cupboard,cupboard,3,cupboard,3
P02_123_461,68179,68279,close cupboard,cupboard,3,cupboard,3
P02_123_462,68570,68622,pick up knife,knife,4,knife,4
P02_123_464,68708,68749,put knife in sink,knife,4,knife,4
P02_123_466,68902,68952,open tap,tap,0,tap,0
P02_123_468,69021,69060,close tap,tap,0,tap,0
P02_123_470,69259,69373,dry hands using towel,hand,11,hand,11
P02_123_49,4938,4983,close cupboard,cupboard,3,cupboard,3
P02_123_6,834,872,open drawer,drawer,8,drawer,8
P02_123_62,8306,8881,pour lemon juice from squeezer into pan,juice:lemon,183,pan,5
P02_123_64,9181,9223,open fridge,fridge,12,fridge,12
P02_123_65,9242,9293,open drawer,drawer,8,drawer,8
P02_123_67,9407,9458,close drawer,drawer,8,drawer,8
P02_123_68,9459,9504,close fridge,fridge,12,fridge,12
P02_123_69,9528,9557,pick up knife,knife,4,knife,4
P02_123_7,871,930,pick up knife,knife,4,knife,4
P02_123_72,9683,9711,put down knife,knife,4,knife,4
P02_123_74,9794,9837,open fridge,fridge,12,fridge,12
P02_123_75,9867,9916,put lemon half in fridge,half:lemon,105,fridge,12
P02_123_8,911,953,close drawer,drawer,8,drawer,8
P02_123_80,11014,11235,pour lemon juice from squeezer onto pan,juice:lemon,183,pan,5
P02_123_86,11777,11882,open cupboard,cupboard,3,cupboard,3
P02_123_87,11892,11941,pick up glass,glass,10,glass,10
P02_123_88,12027,12059,put down glass,glass,10,glass,10
P02_123_9,1074,1115,put down knife,knife,4,knife,4
P02_123_91,12325,12981,pour sugar from bag into glass,sugar,102,glass,10
P02_123_94,13207,13300,return sugar bag into cupboard,bag:sugar,19,cupboard,3
P02_123_95,13319,13350,pick up glass,glass,10,glass,10
P02_123_96,13366,13427,pour sugar from glass into pan,sugar,102,glass,10
P02_123_96,13366,13427,pour sugar from glass into pan,sugar,102,pan,5
P02_123_97,13459,13552,put down glass,glass,10,glass,10
P02_123_99,13698,13744,open drawer,drawer,8,drawer,8
P02_124_15,1425,1547,put washing powder in drawer,powder:washing,234,drawer,8
P02_124_17,1906,1991,put washing powder in drawer,powder:washing,234,drawer,8
P02_124_19,2051,2127,put box in cupboard,box,23,cupboard,3
P02_124_22,2253,2286,put down lid,lid,6,lid,6
P02_124_24,2427,2462,put washing powder in drawer,powder:washing,234,drawer,8
P02_124_25,2483,2541,pick up lid,lid,6,lid,6
P02_124_27,2582,2656,put box in cupboard,box,23,cupboard,3
P02_124_29,2813,2892,close cupboard,cupboard,3,cupboard,3
P02_124_36,3717,3840,close drawer,drawer,8,drawer,8
P02_124_37,3876,3909,open cupboard,cupboard,3,cupboard,3
P02_124_38,3904,3962,put bottle in cupboard,bottle,15,cupboard,3
P02_124_39,3967,3998,close cupboard,cupboard,3,cupboard,3
P02_124_56,5750,5805,open tap,tap,0,tap,0
P02_124_58,5951,5984,close tap,tap,0,tap,0
P02_124_64,7026,7079,close drawer,drawer,8,drawer,8
P02_124_65,7081,7133,open fridge,fridge,12,fridge,12
P02_124_67,7188,7222,close fridge,fridge,12,fridge,12
P02_124_71,7683,7722,open fridge,fridge,12,fridge,12
P02_124_73,7795,7850,close fridge,fridge,12,fridge,12
P02_124_8,709,796,open drawer,drawer,8,drawer,8
P02_124_85,10935,10974,open cupboard,cupboard,3,cupboard,3
P02_124_86,10979,11050,put box in cupboard,box,23,cupboard,3
P02_124_87,11045,11084,close cupboard,cupboard,3,cupboard,3
P02_124_9,784,855,open cupboard,cupboard,3,cupboard,3
P02_126_0,220,262,remove lid from pan,lid,6,lid,6
P02_126_0,220,262,remove lid from pan,lid,6,pan,5
P02_126_1,272,309,put down lid,lid,6,lid,6
P02_126_11,2880,2978,return plastic box to cupboard,box:plastic,23,cupboard,3
P02_126_14,3144,3196,close cupboard,cupboard,3,cupboard,3
P02_126_21,3851,3917,open cupboard,cupboard,3,cupboard,3
P02_126_22,3905,3934,put glove bag in cupboard,bag:glove,19,cupboard,3
P02_126_23,3943,3974,close cupboard,cupboard,3,cupboard,3
P02_126_29,4630,4775,pick up plate from cupboard,plate,2,plate,2
P02_126_29,4630,4775,pick up plate from cupboard,plate,2,cupboard,3
P02_126_3,451,501,pick up lid,lid,6,lid,6
P02_126_31,4906,4960,put down plate,plate,2,plate,2
P02_126_32,4960,5011,pick up lid to uncover pan,lid,6,lid,6
P02_126_33,5016,5061,pick up pan,pan,5,pan,5
P02_126_34,5054,5228,slide pies from pan onto plate,pie,137,pan,5
P02_126_34,5054,5228,slide pies from pan onto plate,pie,137,plate,2
P02_126_35,5233,5267,put pan on hob,pan,5,pan,5
P02_126_36,5257,5298,put cover on pan,cover,89,pan,5
P02_126_37,5401,5461,pick up plate,plate,2,plate,2
P02_126_38,5571,5655,put down plate,plate,2,plate,2
P02_126_39,5697,5753,open fridge,fridge,12,fridge,12
P02_126_4,507,557,cover pan with lid,pan,5,pan,5
P02_126_4,507,557,cover pan with lid,pan,5,lid,6
P02_126_41,5832,5865,close fridge,fridge,12,fridge,12
P02_126_42,5889,5921,open drawer,drawer,8,drawer,8
P02_126_43,5957,6021,pick up spoon,spoon,1,spoon,1
P02_126_44,6019,6058,close drawer,drawer,8,drawer,8
P02_126_47,6304,6330,put down lid,lid,6,lid,6
P02_126_48,6335,6420,scoop yoghurt using spoon,yoghurt,98,spoon,1
P02_126_49,6426,6513,put yoghurt on plate,yoghurt,98,plate,2
P02_126_50,6532,6610,scoop yoghurt using spoon,yoghurt,98,spoon,1
P02_126_51,6614,6709,put yoghurt on plate,yoghurt,98,plate,2
P02_126_52,6701,6790,scoop yoghurt using spoon,yoghurt,98,spoon,1
P02_126_53,6788,6860,leave spoon with yoghurt on plate,spoon,1,spoon,1
P02_126_53,6788,6860,leave spoon with yoghurt on plate,spoon,1,plate,2
P02_126_54,6857,6907,pick up lid,lid,6,lid,6
P02_126_57,7078,7149,open fridge,fridge,12,fridge,12
P02_126_58,7153,7272,put yoghurt in fridge,yoghurt,98,fridge,12
P02_126_59,7193,7314,close fridge,fridge,12,fridge,12
P02_126_8,2611,2653,open cupboard,cupboard,3,cupboard,3
P02_127_10,1178,1252,put down glass,glass,10,glass,10
P02_127_3,546,561,hold tablet in hand,tablet,171,hand,11
P02_127_5,606,732,pour water from filter into glass,water,27,glass,10
P02_127_8,856,885,pick up glass,glass,10,glass,10
P02_128_10,1204,1260,close cupboard,cupboard,3,cupboard,3
P02_128_11,1359,1403,put down bowl,bowl,7,bowl,7
P02_128_12,1499,1547,open fridge,fridge,12,fridge,12
P02_128_16,2034,2265,pour milk from bottle into bowl,milk,64,bowl,7
P02_128_17,2463,2521,open tap,tap,0,tap,0
P02_128_19,2519,2570,close tap,tap,0,tap,0
P02_128_22,2632,2744,open tap,tap,0,tap,0
P02_128_24,2627,2725,close tap,tap,0,tap,0
P02_128_29,3197,3242,open fridge,fridge,12,fridge,12
P02_128_30,3318,3388,get milk bottle from fridge,bottle:milk,15,fridge,12
P02_128_31,3385,3429,close fridge,fridge,12,fridge,12
P02_128_34,3767,3792,put down lid,lid,6,lid,6
P02_128_39,4138,4281,pour milk from bottle into bowl,milk,64,bowl,7
P02_128_40,4268,4331,pick up lid,lid,6,lid,6
P02_128_42,4496,4548,open fridge,fridge,12,fridge,12
P02_128_44,4610,4647,close fridge,fridge,12,fridge,12
P02_128_49,5093,5122,put cereal in bowl,cereal,99,bowl,7
P02_128_51,5225,5268,put cereal in bowl,cereal,99,bowl,7
P02_128_54,5478,5530,open drawer,drawer,8,drawer,8
P02_128_55,5547,5670,pick up spoon from drawer,spoon,1,spoon,1
P02_128_55,5547,5670,pick up spoon from drawer,spoon,1,drawer,8
P02_128_56,5641,5701,close drawer,drawer,8,drawer,8
P02_128_57,5819,6082,soak cereal in milk using spoon,cereal,99,spoon,1
P02_128_58,6080,6099,leave spoon in bowl,spoon,1,spoon,1
P02_128_58,6080,6099,leave spoon in bowl,spoon,1,bowl,7
P02_128_9,986,1222,pick up bowl,bowl,7,bowl,7
P02_129_1,254,307,put down lid,lid,6,lid,6
P02_129_103,11097,11213,pour water from kettle into pan,water,27,pan,5
P02_129_106,11713,11759,pick up lid,lid,6,lid,6
P02_129_107,11775,11816,cover pan using lid,pan,5,pan,5
P02_129_107,11775,11816,cover pan using lid,pan,5,lid,6
P02_129_109,12051,12073,open cupboard,cupboard,3,cupboard,3
P02_129_110,12074,12238,put spaghetti bag in cupboard,bag:spaghetti,19,cupboard,3
P02_129_112,12298,12333,put olive oil in cupboard,oil:olive,31,cupboard,3
P02_129_114,12429,12501,put vegetable oil bottle in cupboard,bottle:vegetable:oil,15,cupboard,3
P02_129_116,12645,12807,put spice jar in cupboard,jar:spice,40,cupboard,3
P02_129_118,12854,13095,put spice jar in cupboard,jar:spice,40,cupboard,3
P02_129_12,1144,1197,pick up pan from drainer,pan,5,pan,5
P02_129_120,13228,13349,put flour bag in cupboard,bag:flour,19,cupboard,3
P02_129_121,13431,13543,close cupboard,cupboard,3,cupboard,3
P02_129_122,13623,13706,lift lid,lid,6,lid,6
P02_129_123,13701,13776,cover lid,lid,6,lid,6
P02_129_124,13921,14006,pick up plates from drainer,plate,2,plate,2
P02_129_125,14072,14110,open cupboard,cupboard,3,cupboard,3
P02_129_126,14110,14218,put plates in cupboard,plate,2,plate,2
P02_129_126,14110,14218,put plates in cupboard,plate,2,cupboard,3
P02_129_128,14456,14485,open fridge,fridge,12,fridge,12
P02_129_129,14503,14571,put tomato box in fridge,box:tomato,23,fridge,12
P02_129_13,1260,1352,put pan on hob,pan,5,pan,5
P02_129_130,14573,14617,close fridge,fridge,12,fridge,12
P02_129_135,14985,15060,adjust lid,lid,6,lid,6
P02_129_136,15080,15107,pick up pan,pan,5,pan,5
P02_129_137,15130,15167,open cupboard,cupboard,3,cupboard,3
P02_129_138,15172,15466,put pan in cupboard,pan,5,pan,5
P02_129_138,15172,15466,put pan in cupboard,pan,5,cupboard,3
P02_129_139,15469,15533,close cupboard,cupboard,3,cupboard,3
P02_129_14,1350,1433,move pan,pan,5,pan,5
P02_129_140,15719,15783,open fridge,fridge,12,fridge,12
P02_129_142,15850,15894,close fridge,fridge,12,fridge,12
P02_129_145,16080,16130,open drawer,drawer,8,drawer,8
P02_129_146,16131,16183,pick up spoon,spoon,1,spoon,1
P02_129_149,16489,16543,put down lid,lid,6,lid,6
P02_129_15,1454,1493,open cupboard,cupboard,3,cupboard,3
P02_129_154,16985,17010,put down spoon,spoon,1,spoon,1
P02_129_156,17094,17136,put down lid,lid,6,lid,6
P02_129_157,17130,17158,pick up spoon,spoon,1,spoon,1
P02_129_158,17165,17228,scoop pesto sauce from jar using spoon,sauce:pesto,47,spoon,1
P02_129_159,17230,17337,pour pesto sauce from spoon into pan,sauce:pesto,47,spoon,1
P02_129_159,17230,17337,pour pesto sauce from spoon into pan,sauce:pesto,47,pan,5
P02_129_160,17363,17765,stir sauce in pan,sauce,47,pan,5
P02_129_161,17785,17847,put down spoon,spoon,1,spoon,1
P02_129_162,17845,17878,pick up lid,lid,6,lid,6
P02_129_164,18084,18139,open fridge,fridge,12,fridge,12
P02_129_165,18050,18210,put pesto sauce jar in fridge,jar:pesto:sauce,40,fridge,12
P02_129_166,18215,18291,close fridge,fridge,12,fridge,12
P02_129_167,18358,18449,open tap,tap,0,tap,0
P02_129_168,18418,18513,rinse hand,hand,11,hand,11
P02_129_169,18512,18569,close tap,tap,0,tap,0
P02_129_17,1623,1652,close cupboard,cupboard,3,cupboard,3
P02_129_170,18529,18632,dry hands using towel,hand,11,hand,11
P02_129_171,18630,18667,pick up spoon,spoon,1,spoon,1
P02_129_172,18711,19201,stir sauce in pan,sauce,47,pan,5
P02_129_173,19206,19252,put down spoon,spoon,1,spoon,1
P02_129_176,19472,19500,open cupboard,cupboard,3,cupboard,3
P02_129_177,19505,19717,put cake mould in cupboard,mould:cake,35,cupboard,3
P02_129_178,19722,19755,close cupboard,cupboard,3,cupboard,3
P02_129_179,19841,19905,pick up glasses from drainer,glass,10,glass,10
P02_129_180,19924,19981,open cupboard,cupboard,3,cupboard,3
P02_129_181,19976,20025,put glasses in cupboard,glass,10,glass,10
P02_129_181,19976,20025,put glasses in cupboard,glass,10,cupboard,3
P02_129_182,20054,20107,pick up glass from drainer,glass,10,glass,10
P02_129_183,20112,20159,put glass in cupboard,glass,10,glass,10
P02_129_183,20112,20159,put glass in cupboard,glass,10,cupboard,3
P02_129_193,21274,21339,open cupboard,cupboard,3,cupboard,3
P02_129_194,21339,21401,put mug in cupboard,mug,13,cupboard,3
P02_129_195,21375,21448,close cupboard,cupboard,3,cupboard,3
P02_129_196,21448,21536,pick up plates from drainer,plate,2,plate,2
P02_129_197,21573,21647,put plate in cupboard,plate,2,plate,2
P02_129_197,21573,21647,put plate in cupboard,plate,2,cupboard,3
P02_129_198,21652,21720,put plate in cupboard,plate,2,plate,2
P02_129_198,21652,21720,put plate in cupboard,plate,2,cupboard,3
P02_129_199,21789,21862,pick up spoon,spoon,1,spoon,1
P02_129_2,308,325,pick up pan,pan,5,pan,5
P02_129_200,21887,22251,stir sauce in pan,sauce,47,pan,5
P02_129_201,22282,22364,put down spoon,spoon,1,spoon,1
P02_129_203,22541,22611,open drawer,drawer,8,drawer,8
P02_129_204,22615,22664,put spoon in drawer,spoon,1,spoon,1
P02_129_204,22615,22664,put spoon in drawer,spoon,1,drawer,8
P02_129_205,22651,22703,put knife in drawer,knife,4,knife,4
P02_129_205,22651,22703,put knife in drawer,knife,4,drawer,8
P02_129_206,22702,22745,close drawer,drawer,8,drawer,8
P02_129_21,2000,2030,put spaghetti into pan,spaghetti,45,pan,5
P02_129_210,23222,23249,pick up sponge,sponge,9,sponge,9
P02_129_211,23254,23302,open tap,tap,0,tap,0
P02_129_212,23307,23339,rinse sponge,sponge,9,sponge,9
P02_129_213,23321,23361,close tap,tap,0,tap,0
P02_129_214,23359,23405,squeeze sponge,sponge,9,sponge,9
P02_129_216,23417,23473,pour washing liquid from bottle onto sponge,liquid:washing,22,sponge,9
P02_129_218,23532,23553,pick up spoon from sink,spoon,1,spoon,1
P02_129_219,23567,23681,sponge spoon,spoon,1,spoon,1
P02_129_220,23684,23714,put down sponge,sponge,9,sponge,9
P02_129_221,23717,23761,open tap,tap,0,tap,0
P02_129_222,23762,23914,rinse spoon,spoon,1,spoon,1
P02_129_223,23902,23929,close tap,tap,0,tap,0
